datetime_index,ICE Cocoa Warehouse Stock Total Bags - INVENTORY VOLUME,Cocoa-ICCO Daily Price US$/MT,CSCE-COCOA COML. LONG - OPEN INTEREST,CSCE-COCOA COM. LONG FUT - OPEN INTEREST,CSCE-COCOA COM.LONG INDEX - OPEN INTEREST,CSCE-COCOA COML. SHORT - OPEN INTEREST,CSCE-COCOA COM. SHORT FUT - OPEN INTEREST,CSCE-COCOA COM.SHORT INDEX - OPEN INTEREST,CSCE-COCOA INDEX TR LONG - OPEN INTEREST,CSCE-COCOA INDEX TR SHORT - OPEN INTEREST,CSCE-COCOA MAN-MONEY LONG - OPEN INTEREST,CSCE-COCOA M-M LG F - OPEN INTEREST,CSCE-COCOA MAN-MONEY SHORT - OPEN INTEREST,CSCE-COCOA M-M SH F - OPEN INTEREST,CSCE-COCOA M-M SP - OPEN INTEREST,CSCE-COCOA M-M SP F - OPEN INTEREST,CSCE-COCOA NON-COML. LONG - OPEN INTEREST,CSCE-COCOA N-COM. LONG FUT - OPEN INTEREST,CSCE-COCOA N-COM.LONG INDEX - OPEN INTEREST,CSCE-COCOA NON-COML. SHORT - OPEN INTEREST,CSCE-COCOA N-COM. SHORT FUT - OPEN INTEREST,CSCE-COCOA NC SH IT - OPEN INTEREST,CSCE-COCOA NON-COML. SPREAD - OPEN INTEREST,CSCE-COCOA N-COM SPREAD FUT - OPEN INTEREST,CSCE-COCOA N-COM SPREAD FUT - OPEN INTEREST,CSCE-COCOA NON-REP. LONG - OPEN INTEREST,CSCE-COCOA N-REP. LONG FUT - OPEN INTEREST,CSCE-COCOA NR LG IT - OPEN INTEREST,CSCE-COCOA NON-REP. SHORT - OPEN INTEREST,CSCE-COCOA N-REP. SHORT FUT - OPEN INTEREST,CSCE-COCOA NR SH IT - OPEN INTEREST,CSCE-COCOA OTHER LONG - OPEN INTEREST,CSCE-COCOA OTHER LONG FUT - OPEN INTEREST,CSCE-COCOA OTHER SHORT - OPEN INTEREST,CSCE-COCOA OTHER SHORT FUT - OPEN INTEREST,CSCE-COCOA OTHER SPREADING - OPEN INTEREST,CSCE-COCOA OTHER SPREAD FUT - OPEN INTEREST,CSCE-COCOA PROD-USER LONG - OPEN INTEREST,CSCE-COCOA P-U LG FU - OPEN INTEREST,CSCE-COCOA PROD-USER SHORT - OPEN INTEREST,CSCE-COCOA P-U SH FU - OPEN INTEREST,CSCE-COCOA SWAP LONG - OPEN INTEREST,CSCE-COCOA SWAP LONG FUT - OPEN INTEREST,CSCE-COCOA SWAP SHORT - OPEN INTEREST,CSCE-COCOA SWAP SHORT FUT - OPEN INTEREST,CSCE-COCOA SWAP SPREADING - OPEN INTEREST,CSCE-COCOA SWAP SPREAD FUT - OPEN INTEREST,CSCE-COCOA TOTAL OI - OPEN INTEREST,CSCE-COCOA TOTAL OI FUT - OPEN INTEREST,CSCE-COCOA TOTAL OI INDEX - OPEN INTEREST,CSCE-COCOA TOTAL LONG - OPEN INTEREST,CSCE-COCOA TOTAL LONG FUT - OPEN INTEREST,CSCE-COCOA TOTAL LONG INDEX - OPEN INTEREST,CSCE-COCOA TOTAL SHORT - OPEN INTEREST,CSCE-COCOA TOTAL SHORT FUT - OPEN INTEREST,CSCE-COCOA TOT SH IT - OPEN INTEREST,S&P GSCI 1 Month Fwd Cocoa Index ER - EXCESS RETURN,S&P GSCI 1 Month Fwd Cocoa Index - PRICE INDEX,S&P GSCI 1 Month Fwd Cocoa Index TR - RETURN IND. (OFCL),S&P GSCI 3 Mth Fwd Cocoa ER - EXCESS RETURN,S&P GSCI 3 Mth Fwd Cocoa PI - PRICE INDEX,S&P GSCI 3 Mth Fwd Cocoa - RETURN IND. (OFCL),S&P GSCI Cocoa Dynamic Roll - PRICE INDEX,S&P GSCI Cocoa Dynamic Roll TR - RETURN IND. (OFCL),S&P GSCI Cocoa Dynamic Roll ER - EXCESS RETURN,S&P GSCI 2MTH Fwd Cocoa Idx ER - EXCESS RETURN,S&P GSCI 2MTH Fwd Cocoa Idx - PRICE INDEX,S&P GSCI 2MTH Fwd Cocoa Idx TR - RETURN IND. (OFCL),S&P GSCI Cocoa 12 Mth Fwd Spot - PRICE INDEX,S&P GSCI Cocoa 12 Mth Fwd TR - RETURN IND. (OFCL),S&P GSCI Cocoa 12 Mth Fwd XS - EXCESS RETURN,S&P GSCI Cocoa 6 Mth Fwd Spot - PRICE INDEX,S&P GSCI Cocoa 6 Mth Fwd TR - RETURN IND. (OFCL),S&P GSCI Cocoa 6 Mth Fwd XS - EXCESS RETURN
2014-03-17,4573518,3089.17,73249,68060,56006,164558,159576,161443,27797,3114,96469,97688,20506,21661,32513,21100,104874,107508,94321,24437,26910,24437,54485,26812,54485,16063,15572,16063,5191,4654,5191,8405,9820,3931,5249,21972,5712,52939,50057,151608,148699,15057,15430,7696,8304,5253,2573,248672,217952,248672,232609,202380,232609,243480,213298,243480,85.702,227.5655,146.2521,89.43,223.91,152.61,232.26,147.74,86.57,80.89,211.71,137.35,98.73,93.99,93.78,120.4,110.69,110.12
2014-03-18,4579751,3077.89,74453,68354,56862,162318,156787,159289,28162,3029,95290,96673,20451,21221,34114,22526,102808,106425,92237,24547,27698,24547,57996,28666,57996,14561,14120,14561,4956,4414,4956,7518,9752,4096,6477,23882,6140,53691,49946,149538,146199,15489,15931,7507,8111,5273,2477,249818,217565,249818,235257,203445,235257,244862,213151,244862,85.2506,226.367,145.482,88.93,222.66,151.76,231.03,146.96,86.11,80.47,210.59,136.63,98.01,93.31,93.1,119.64,110,109.43
2014-03-19,4562278,3090.42,74453,68354,56862,162318,156787,159289,28162,3029,95290,96673,20451,21221,34114,22526,102808,106425,92237,24547,27698,24547,57996,28666,57996,14561,14120,14561,4956,4414,4956,7518,9752,4096,6477,23882,6140,53691,49946,149538,146199,15489,15931,7507,8111,5273,2477,249818,217565,249818,235257,203445,235257,244862,213151,244862,85.5891,227.2659,146.0599,89.25,223.47,152.31,231.95,147.54,86.46,80.79,211.43,137.17,98.43,93.71,93.5,120.12,110.44,109.87
2014-03-20,4543948,3044.64,74453,68354,56862,162318,156787,159289,28162,3029,95290,96673,20451,21221,34114,22526,102808,106425,92237,24547,27698,24547,57996,28666,57996,14561,14120,14561,4956,4414,4956,7518,9752,4096,6477,23882,6140,53691,49946,149538,146199,15489,15931,7507,8111,5273,2477,249818,217565,249818,235257,203445,235257,244862,213151,244862,84.1504,223.4456,143.6049,87.78,219.79,149.8,228.05,145.06,85,79.43,207.87,134.87,96.87,92.22,92.01,118.22,108.69,108.13
2014-03-21,4539047,3029.48,74453,68354,56862,162318,156787,159289,28162,3029,95290,96673,20451,21221,34114,22526,102808,106425,92237,24547,27698,24547,57996,28666,57996,14561,14120,14561,4956,4414,4956,7518,9752,4096,6477,23882,6140,53691,49946,149538,146199,15489,15931,7507,8111,5273,2477,249818,217565,249818,235257,203445,235257,244862,213151,244862,83.6426,222.0973,142.7386,87.22,218.4,148.85,226.68,144.19,84.49,78.95,206.62,134.05,96.44,91.81,91.61,117.5,108.03,107.48
2014-03-24,4743510,3014.63,74453,68354,56862,162318,156787,159289,28162,3029,95290,96673,20451,21221,34114,22526,102808,106425,92237,24547,27698,24547,57996,28666,57996,14561,14120,14561,4956,4414,4956,7518,9752,4096,6477,23882,6140,53691,49946,149538,146199,15489,15931,7507,8111,5273,2477,249818,217565,249818,235257,203445,235257,244862,213151,244862,83.1913,220.8988,141.9689,86.81,217.37,148.15,225.45,143.41,84.03,78.52,205.51,133.33,96.02,91.41,91.21,116.95,107.52,106.97
2014-03-25,4758907,3028.46,77218,70666,59977,158597,153800,155659,27748,2938,89979,92698,21031,22078,34873,22863,97747,102998,87240,25046,28536,25046,60520,31198,60520,14134,13708,14134,5455,5036,5455,7768,10300,4015,6458,25646,8335,56828,52747,145520,142724,15229,15460,7915,8617,5161,2459,249618,218570,249618,235484,204862,235484,244163,213534,244163,83.5298,221.7977,142.5468,87.22,218.4,148.85,226.37,144,84.38,78.84,206.34,133.87,96.54,91.91,91.7,117.54,108.07,107.51
2014-03-26,4738597,3035.9,77218,70666,59977,158597,153800,155659,27748,2938,89979,92698,21031,22078,34873,22863,97747,102998,87240,25046,28536,25046,60520,31198,60520,14134,13708,14134,5455,5036,5455,7768,10300,4015,6458,25646,8335,56828,52747,145520,142724,15229,15460,7915,8617,5161,2459,249618,218570,249618,235484,204862,235484,244163,213534,244163,83.9247,222.8464,143.221,87.66,219.5,149.6,227.44,144.68,84.78,79.22,207.32,134.51,97,92.34,92.14,118.14,108.62,108.06
2014-03-27,4723700,3027.69,77218,70666,59977,158597,153800,155659,27748,2938,89979,92698,21031,22078,34873,22863,97747,102998,87240,25046,28536,25046,60520,31198,60520,14134,13708,14134,5455,5036,5455,7768,10300,4015,6458,25646,8335,56828,52747,145520,142724,15229,15460,7915,8617,5161,2459,249618,218570,249618,235484,204862,235484,244163,213534,244163,83.7555,222.397,142.9323,87.49,219.06,149.3,226.98,144.39,84.6,79.06,206.9,134.24,96.8,92.16,91.95,117.9,108.4,107.84
2014-03-28,4727471,3062.5,77218,70666,59977,158597,153800,155659,27748,2938,89979,92698,21031,22078,34873,22863,97747,102998,87240,25046,28536,25046,60520,31198,60520,14134,13708,14134,5455,5036,5455,7768,10300,4015,6458,25646,8335,56828,52747,145520,142724,15229,15460,7915,8617,5161,2459,249618,218570,249618,235484,204862,235484,244163,213534,244163,84.4607,224.2696,144.136,88.28,221.04,150.65,228.89,145.6,85.32,79.72,208.64,135.37,97.81,93.12,92.91,119.05,109.46,108.89
2014-03-31,4800052,3034.16,77218,70666,59977,158597,153800,155659,27748,2938,89979,92698,21031,22078,34873,22863,97747,102998,87240,25046,28536,25046,60520,31198,60520,14134,13708,14134,5455,5036,5455,7768,10300,4015,6458,25646,8335,56828,52747,145520,142724,15229,15460,7915,8617,5161,2459,249618,218570,249618,235484,204862,235484,244163,213534,244163,83.7273,222.3221,142.8849,87.49,219.06,149.3,226.91,144.34,84.58,79.03,206.83,134.19,96.74,92.1,91.89,117.98,108.47,107.91
2014-04-01,4813637,3021.27,78975,71302,62281,159187,153417,153298,27139,5889,88668,91360,19018,20146,29977,18553,96883,102576,86438,25261,29005,25261,56405,27142,56405,13951,13594,13951,5362,5050,5362,8215,11216,6243,8859,26428,8589,58594,53861,143039,139493,13546,13683,9312,10166,6836,3758,246215,214614,246215,232264,201020,232264,240853,209564,240853,83.4734,221.6479,142.4518,87.22,218.4,148.85,226.22,143.9,84.32,78.79,206.2,133.78,96.48,91.85,91.64,117.58,108.11,107.55
2014-04-02,4795852,3001.09,78975,71302,62281,159187,153417,153298,27139,5889,88668,91360,19018,20146,29977,18553,96883,102576,86438,25261,29005,25261,56405,27142,56405,13951,13594,13951,5362,5050,5362,8215,11216,6243,8859,26428,8589,58594,53861,143039,139493,13546,13683,9312,10166,6836,3758,246215,214614,246215,232264,201020,232264,240853,209564,240853,82.7963,219.8501,141.2966,86.55,216.7,147.7,224.38,142.73,83.64,78.15,204.53,132.7,95.86,91.26,91.05,116.75,107.34,106.79
2014-04-03,5042152,2999.09,78975,71302,62281,159187,153417,153298,27139,5889,88668,91360,19018,20146,29977,18553,96883,102576,86438,25261,29005,25261,56405,27142,56405,13951,13594,13951,5362,5050,5362,8215,11216,6243,8859,26428,8589,58594,53861,143039,139493,13546,13683,9312,10166,6836,3758,246215,214614,246215,232264,201020,232264,240853,209564,240853,82.8246,219.9251,141.3449,86.55,216.7,147.7,224.46,142.78,83.66,78.18,204.6,132.74,95.89,91.29,91.08,116.75,107.34,106.79
2014-04-04,4944298,3044.78,78975,71302,62281,159187,153417,153298,27139,5889,88668,91360,19018,20146,29977,18553,96883,102576,86438,25261,29005,25261,56405,27142,56405,13951,13594,13951,5362,5050,5362,8215,11216,6243,8859,26428,8589,58594,53861,143039,139493,13546,13683,9312,10166,6836,3758,246215,214614,246215,232264,201020,232264,240853,209564,240853,84.1504,223.4456,143.6078,87.96,220.24,150.1,228.05,145.07,85,79.43,207.87,134.87,97.49,92.81,92.6,118.73,109.16,108.6
2014-04-07,4973224,3038.9,78975,71302,62281,159187,153417,153298,27139,5889,88668,91360,19018,20146,29977,18553,96883,102576,86438,25261,29005,25261,56405,27142,56405,13951,13594,13951,5362,5050,5362,8215,11216,6243,8859,26428,8589,58594,53861,143039,139493,13546,13683,9312,10166,6836,3758,246215,214614,246215,232264,201020,232264,240853,209564,240853,83.8683,222.6966,143.1269,87.66,219.5,149.6,227.44,144.58,84.72,79.16,207.32,134.42,97.18,92.56,92.35,118.3,108.76,108.2
2014-04-08,4969251,3070.85,76718,70199,60428,155146,150927,150634,26688,4514,86557,87917,18563,19750,24377,16233,94223,97845,83826,25127,26393,25127,42121,22994,42119,15019,14598,15019,5686,5322,5686,7665,9928,6564,6643,17745,6761,56675,52530,140286,137855,13177,13287,7994,8690,6866,4382,228081,205636,228081,213062,191038,213062,222395,200314,222395,84.63,224.7191,144.4269,88.43,221.41,150.91,229.63,145.88,85.48,79.88,209.31,135.63,98.05,93.45,93.24,119.37,109.75,109.18
2014-04-09,4991440,3088.63,76718,70199,60428,155146,150927,150634,26688,4514,86557,87917,18563,19750,24377,16233,94223,97845,83826,25127,26393,25127,42121,22994,42119,15019,14598,15019,5686,5322,5686,7665,9928,6564,6643,17745,6761,56675,52530,140286,137855,13177,13287,7994,8690,6866,4382,228081,205636,228081,213062,191038,213062,222395,200314,222395,85.3635,226.6666,145.6787,89.19,223.33,152.21,231.75,147.15,86.22,80.57,211.25,136.8,98.81,94.23,94.02,120.4,110.69,110.12
2014-04-10,5009441,3059.51,76718,70199,60428,155146,150927,150634,26688,4514,86557,87917,18563,19750,24377,16233,94223,97845,83826,25127,26393,25127,42121,22994,42119,15019,14598,15019,5686,5322,5686,7665,9928,6564,6643,17745,6761,56675,52530,140286,137855,13177,13287,7994,8690,6866,4382,228081,205636,228081,213062,191038,213062,222395,200314,222395,84.2068,223.5955,143.705,88.04,220.46,150.26,228.88,145.22,85.09,79.51,208.63,135.01,97.45,93,92.79,118.77,109.2,108.64
2014-04-11,5078165,3066.66,76718,70199,60428,155146,150927,150634,26688,4514,86557,87917,18563,19750,24377,16233,94223,97845,83826,25127,26393,25127,42121,22994,42119,15019,14598,15019,5686,5322,5686,7665,9928,6564,6643,17745,6761,56675,52530,140286,137855,13177,13287,7994,8690,6866,4382,228081,205636,228081,213062,191038,213062,222395,200314,222395,84.6018,224.6442,144.3791,88.49,221.56,151.01,230.19,145.93,85.51,79.9,209.83,135.67,98.07,93.65,93.44,119.48,109.86,109.29
2014-04-14,5075252,3066.18,76718,70199,60428,155146,150927,150634,26688,4514,86557,87917,18563,19750,24377,16233,94223,97845,83826,25127,26393,25127,42121,22994,42119,15019,14598,15019,5686,5322,5686,7665,9928,6564,6643,17745,6761,56675,52530,140286,137855,13177,13287,7994,8690,6866,4382,228081,205636,228081,213062,191038,213062,222395,200314,222395,84.5172,224.4194,144.235,88.37,221.27,150.81,229.89,145.74,85.4,79.8,209.55,135.49,98.01,93.59,93.38,119.33,109.71,109.15
2014-04-15,5293397,3049.36,79831,71949,63878,156283,151195,152938,26288,3351,83075,84979,19257,20872,24545,15921,89946,94368,79618,21909,23491,21909,42497,22562,42490,13303,12905,13303,4888,4536,4888,6871,9389,2652,2619,17952,6641,60431,54818,142691,139771,13949,14354,8140,8647,5452,2777,225577,201784,225577,212274,188879,212274,220689,197248,220689,84.094,223.2958,143.513,87.87,220.01,149.96,228.59,144.92,84.91,79.34,208.36,134.73,97.55,93.15,92.94,118.65,109.09,108.53
2014-04-16,5281847,3049.15,79831,71949,63878,156283,151195,152938,26288,3351,83075,84979,19257,20872,24545,15921,89946,94368,79618,21909,23491,21909,42497,22562,42490,13303,12905,13303,4888,4536,4888,6871,9389,2652,2619,17952,6641,60431,54818,142691,139771,13949,14354,8140,8647,5452,2777,225577,201784,225577,212274,188879,212274,220689,197248,220689,83.8965,222.7715,143.1761,87.69,219.57,149.65,228.13,144.63,84.74,79.19,207.94,134.46,97.58,93.18,92.97,118.45,108.91,108.35
2014-04-17,5270309,3090.48,79831,71949,63878,156283,151195,152938,26288,3351,83075,84979,19257,20872,24545,15921,89946,94368,79618,21909,23491,21909,42497,22562,42490,13303,12905,13303,4888,4536,4888,6871,9389,2652,2619,17952,6641,60431,54818,142691,139771,13949,14354,8140,8647,5452,2777,225577,201784,225577,212274,188879,212274,220689,197248,220689,85.1942,226.2172,145.3908,88.98,222.81,151.86,231.49,146.76,85.99,80.35,211.01,136.44,98.69,94.24,94.03,120.12,110.44,109.87
2014-04-18,5270309,3090.48,79831,71949,63878,156283,151195,152938,26288,3351,83075,84979,19257,20872,24545,15921,89946,94368,79618,21909,23491,21909,42497,22562,42490,13303,12905,13303,4888,4536,4888,6871,9389,2652,2619,17952,6641,60431,54818,142691,139771,13949,14354,8140,8647,5452,2777,225577,201784,225577,212274,188879,212274,220689,197248,220689,85.1942,226.2172,145.3908,88.98,222.81,151.86,231.49,146.76,85.99,80.35,211.01,136.44,98.69,94.24,94.03,120.12,110.44,109.87
2014-04-21,5294184,3075.93,79831,71949,63878,156283,151195,152938,26288,3351,83075,84979,19257,20872,24545,15921,89946,94368,79618,21909,23491,21909,42497,22562,42490,13303,12905,13303,4888,4536,4888,6871,9389,2652,2619,17952,6641,60431,54818,142691,139771,13949,14354,8140,8647,5452,2777,225577,201784,225577,212274,188879,212274,220689,197248,220689,84.7428,225.0187,144.6211,88.54,221.71,151.11,230.35,146.03,85.57,79.95,209.97,135.77,98.2,93.78,93.56,119.56,109.93,109.36
2014-04-22,5278768,3076.42,80468,72277,64436,158696,152690,155203,26368,3500,84266,85720,19176,20737,25195,16278,91219,94876,80891,22679,24189,22679,43995,23371,43988,14350,13948,14350,4662,4222,4662,6953,9156,3503,3452,18800,7093,60970,55230,144357,140701,13815,14217,8655,9159,5684,2830,230032,204472,230032,215683,190524,215683,225370,200250,225370,84.7993,225.1685,144.7175,88.63,221.93,151.26,230.58,146.18,85.65,80.03,210.17,135.9,98.34,93.9,93.69,119.68,110.04,109.47
2014-04-23,5276282,3084.52,80468,72277,64436,158696,152690,155203,26368,3500,84266,85720,19176,20737,25195,16278,91219,94876,80891,22679,24189,22679,43995,23371,43988,14350,13948,14350,4662,4222,4662,6953,9156,3503,3452,18800,7093,60970,55230,144357,140701,13815,14217,8655,9159,5684,2830,230032,204472,230032,215683,190524,215683,225370,200250,225370,84.8557,225.3183,144.8139,88.72,222.15,151.41,230.81,146.32,85.74,80.11,210.38,136.04,98.47,94.03,93.81,119.84,110.19,109.62
2014-04-24,5370256,3049.45,80468,72277,64436,158696,152690,155203,26368,3500,84266,85720,19176,20737,25195,16278,91219,94876,80891,22679,24189,22679,43995,23371,43988,14350,13948,14350,4662,4222,4662,6953,9156,3503,3452,18800,7093,60970,55230,144357,140701,13815,14217,8655,9159,5684,2830,230032,204472,230032,215683,190524,215683,225370,200250,225370,84.0376,223.146,143.4179,87.87,220.01,149.96,228.59,144.92,84.91,79.34,208.36,134.73,97.62,93.22,93,118.73,109.17,108.6
2014-04-25,5359538,3031.51,80468,72277,64436,158696,152690,155203,26368,3500,84266,85720,19176,20737,25195,16278,91219,94876,80891,22679,24189,22679,43995,23371,43988,14350,13948,14350,4662,4222,4662,6953,9156,3503,3452,18800,7093,60970,55230,144357,140701,13815,14217,8655,9159,5684,2830,230032,204472,230032,215683,190524,215683,225370,200250,225370,83.3041,221.1985,142.1663,87.1,218.1,148.65,226.6,143.66,84.18,78.65,206.55,133.56,96.77,92.41,92.2,117.7,108.22,107.66
2014-04-28,5383604,3022.71,80468,72277,64436,158696,152690,155203,26368,3500,84266,85720,19176,20737,25195,16278,91219,94876,80891,22679,24189,22679,43995,23371,43988,14350,13948,14350,4662,4222,4662,6953,9156,3503,3452,18800,7093,60970,55230,144357,140701,13815,14217,8655,9159,5684,2830,230032,204472,230032,215683,190524,215683,225370,200250,225370,83.1067,220.6741,141.8297,86.93,217.66,148.35,226.14,143.37,84,78.5,206.13,133.29,96.64,92.28,92.07,117.46,108,107.44
2014-04-29,5391294,3027.21,85388,77043,69225,154376,148839,151064,26556,3319,77411,80017,19668,20861,26445,16761,83865,88471,73478,22818,24549,22818,45589,23677,45582,13129,12567,13129,5187,4693,5187,6454,8454,3150,3688,19144,6916,65224,59239,139554,136254,14382,14781,9040,9562,5782,3023,227970,201758,227970,214841,189191,214841,222783,197065,222783,83.2477,221.0486,142.0705,87.05,217.95,148.55,226.45,143.56,84.12,78.6,206.41,133.47,96.83,92.47,92.26,117.66,108.18,107.62
2014-04-30,5384404,3049.18,85388,77043,69225,154376,148839,151064,26556,3319,77411,80017,19668,20861,26445,16761,83865,88471,73478,22818,24549,22818,45589,23677,45582,13129,12567,13129,5187,4693,5187,6454,8454,3150,3688,19144,6916,65224,59239,139554,136254,14382,14781,9040,9562,5782,3023,227970,201758,227970,214841,189191,214841,222783,197065,222783,84.0658,223.2209,143.4667,87.84,219.94,149.91,228.51,144.87,84.89,79.32,208.29,134.69,97.65,93.25,93.04,118.73,109.17,108.6
2014-05-01,5387098,3003.7,85388,77043,69225,154376,148839,151064,26556,3319,77411,80017,19668,20861,26445,16761,83865,88471,73478,22818,24549,22818,45589,23677,45582,13129,12567,13129,5187,4693,5187,6454,8454,3150,3688,19144,6916,65224,59239,139554,136254,14382,14781,9040,9562,5782,3023,227970,201758,227970,214841,189191,214841,222783,197065,222783,82.4296,218.8764,140.6745,86.22,215.89,147.15,224.31,142.2,83.32,77.86,204.46,132.21,96.08,91.75,91.54,116.63,107.24,106.68
2014-05-02,5389317,2999.03,85388,77043,69225,154376,148839,151064,26556,3319,77411,80017,19668,20861,26445,16761,83865,88471,73478,22818,24549,22818,45589,23677,45582,13129,12567,13129,5187,4693,5187,6454,8454,3150,3688,19144,6916,65224,59239,139554,136254,14382,14781,9040,9562,5782,3023,227970,201758,227970,214841,189191,214841,222783,197065,222783,82.2886,218.5018,140.4339,86.05,215.45,146.85,223.85,141.91,83.15,77.7,204.04,131.94,96.02,91.69,91.48,116.43,107.06,106.5
2014-05-05,5421892,3000.8,85388,77043,69225,154376,148839,151064,26556,3319,77411,80017,19668,20861,26445,16761,83865,88471,73478,22818,24549,22818,45589,23677,45582,13129,12567,13129,5187,4693,5187,6454,8454,3150,3688,19144,6916,65224,59239,139554,136254,14382,14781,9040,9562,5782,3023,227970,201758,227970,214841,189191,214841,222783,197065,222783,82.5707,219.2509,140.9156,86.34,216.19,147.35,224.61,142.4,83.44,77.96,204.74,132.39,96.35,92,91.79,116.79,107.38,106.83
2014-05-06,5449072,3005.85,88233,79811,72748,153529,148290,150641,26221,2904,73783,76407,19672,20919,26799,17494,80922,85755,70201,22598,24126,22598,45685,24359,45670,12460,11932,12460,5488,5082,5488,7139,9348,2926,3207,18886,6865,67322,61186,136867,133885,13870,14357,9621,10137,7041,4268,227300,201857,227300,214840,189925,214840,221812,196775,221812,82.3732,218.7265,140.5787,86.16,215.75,147.05,224.15,142.11,83.27,77.81,204.32,132.12,96.18,91.85,91.64,116.59,107.2,106.65
2014-05-07,5449503,2980.93,88233,79811,72748,153529,148290,150641,26221,2904,73783,76407,19672,20919,26799,17494,80922,85755,70201,22598,24126,22598,45685,24359,45670,12460,11932,12460,5488,5082,5488,7139,9348,2926,3207,18886,6865,67322,61186,136867,133885,13870,14357,9621,10137,7041,4268,227300,201857,227300,214840,189925,214840,221812,196775,221812,81.7808,217.3333,139.5678,85.55,214.36,146,222.55,141.09,82.67,77.25,202.86,131.17,95.63,91.32,91.11,115.8,106.4,105.85
2014-05-08,5414992,2976.61,88233,79811,72748,153529,148290,150641,26221,2904,73783,76407,19672,20919,26799,17494,80922,85755,70201,22598,24126,22598,45685,24359,45670,12460,11932,12460,5488,5082,5488,7139,9348,2926,3207,18886,6865,67322,61186,136867,133885,13870,14357,9621,10137,7041,4268,227300,201857,227300,214840,189925,214840,221812,196775,221812,81.6511,217.1985,139.3466,85.46,214.33,145.86,222.32,140.94,82.58,77.17,202.65,131.04,95.66,91.35,91.14,115.8,106.33,105.78
2014-05-09,5413763,2946.7,88233,79811,72748,153529,148290,150641,26221,2904,73783,76407,19672,20919,26799,17494,80922,85755,70201,22598,24126,22598,45685,24359,45670,12460,11932,12460,5488,5082,5488,7139,9348,2926,3207,18886,6865,67322,61186,136867,133885,13870,14357,9621,10137,7041,4268,227300,201857,227300,214840,189925,214840,221812,196775,221812,80.7838,215.0711,137.8665,84.53,212.16,144.25,219.87,139.39,81.68,76.32,200.42,129.59,94.71,90.44,90.24,114.66,105.19,104.65
2014-05-12,5392917,2950.38,88233,79811,72748,153529,148290,150641,26221,2904,73783,76407,19672,20919,26799,17494,80922,85755,70201,22598,24126,22598,45685,24359,45670,12460,11932,12460,5488,5082,5488,7139,9348,2926,3207,18886,6865,67322,61186,136867,133885,13870,14357,9621,10137,7041,4268,227300,201857,227300,214840,189925,214840,221812,196775,221812,80.8288,215.3857,137.9436,84.6,212.54,144.38,220.03,139.49,81.73,76.37,200.56,129.68,94.91,90.63,90.42,114.91,105.32,104.78
2014-05-13,5371600,2980.67,90967,80060,75595,149657,144034,146637,26009,3052,68184,71531,20598,21683,28852,18231,76127,82553,65522,23656,24743,23656,50374,26001,50342,11753,11286,11753,5533,5122,5533,7943,11022,3057,3060,21521,7770,69371,61040,132768,129022,14382,14763,9675,10755,7214,4257,229220,199900,229220,217467,188614,217467,223687,194778,223687,81.8408,218.2771,139.6707,85.7,215.53,146.26,222.78,141.24,82.76,77.33,203.07,131.31,96.38,92.03,91.82,116.55,106.73,106.18
2014-05-14,5365269,2974.68,90967,80060,75595,149657,144034,146637,26009,3052,68184,71531,20598,21683,28852,18231,76127,82553,65522,23656,24743,23656,50374,26001,50342,11753,11286,11753,5533,5122,5533,7943,11022,3057,3060,21521,7770,69371,61040,132768,129022,14382,14763,9675,10755,7214,4257,229220,199900,229220,217467,188614,217467,223687,194778,223687,81.588,217.603,139.2394,85.44,214.86,145.81,222.09,140.8,82.5,77.09,202.44,130.9,96.02,91.69,91.48,116.2,106.41,105.85
2014-05-15,5436869,2986.11,90967,80060,75595,149657,144034,146637,26009,3052,68184,71531,20598,21683,28852,18231,76127,82553,65522,23656,24743,23656,50374,26001,50342,11753,11286,11753,5533,5122,5533,7943,11022,3057,3060,21521,7770,69371,61040,132768,129022,14382,14763,9675,10755,7214,4257,229220,199900,229220,217467,188614,217467,223687,194778,223687,82.0093,218.7265,139.9585,85.85,215.89,146.51,223.24,141.53,82.93,77.49,203.48,131.58,96.61,92.25,92.04,116.83,106.99,106.43
2014-05-16,5453362,3003.28,90967,80060,75595,149657,144034,146637,26009,3052,68184,71531,20598,21683,28852,18231,76127,82553,65522,23656,24743,23656,50374,26001,50342,11753,11286,11753,5533,5122,5533,7943,11022,3057,3060,21521,7770,69371,61040,132768,129022,14382,14763,9675,10755,7214,4257,229220,199900,229220,217467,188614,217467,223687,194778,223687,82.2621,219.4007,140.39,86.11,216.56,146.96,223.92,141.96,83.18,77.73,204.11,131.98,96.87,92.5,92.29,117.15,107.28,106.72
2014-05-19,5427715,3016.78,90967,80060,75595,149657,144034,146637,26009,3052,68184,71531,20598,21683,28852,18231,76127,82553,65522,23656,24743,23656,50374,26001,50342,11753,11286,11753,5533,5122,5533,7943,11022,3057,3060,21521,7770,69371,61040,132768,129022,14382,14763,9675,10755,7214,4257,229220,199900,229220,217467,188614,217467,223687,194778,223687,82.5991,220.2996,140.9655,86.35,217.14,147.36,224.84,142.54,83.52,78.04,204.95,132.52,97.06,92.69,92.48,117.46,107.57,107.01
