datetime_index,ICE Cocoa Warehouse Stock Total Bags - INVENTORY VOLUME,Cocoa-ICCO Daily Price US$/MT,CSCE-COCOA COML. LONG - OPEN INTEREST,CSCE-COCOA COM. LONG FUT - OPEN INTEREST,CSCE-COCOA COM.LONG INDEX - OPEN INTEREST,CSCE-COCOA COML. SHORT - OPEN INTEREST,CSCE-COCOA COM. SHORT FUT - OPEN INTEREST,CSCE-COCOA COM.SHORT INDEX - OPEN INTEREST,CSCE-COCOA INDEX TR LONG - OPEN INTEREST,CSCE-COCOA INDEX TR SHORT - OPEN INTEREST,CSCE-COCOA MAN-MONEY LONG - OPEN INTEREST,CSCE-COCOA M-M LG F - OPEN INTEREST,CSCE-COCOA MAN-MONEY SHORT - OPEN INTEREST,CSCE-COCOA M-M SH F - OPEN INTEREST,CSCE-COCOA M-M SP - OPEN INTEREST,CSCE-COCOA M-M SP F - OPEN INTEREST,CSCE-COCOA NON-COML. LONG - OPEN INTEREST,CSCE-COCOA N-COM. LONG FUT - OPEN INTEREST,CSCE-COCOA N-COM.LONG INDEX - OPEN INTEREST,CSCE-COCOA NON-COML. SHORT - OPEN INTEREST,CSCE-COCOA N-COM. SHORT FUT - OPEN INTEREST,CSCE-COCOA NC SH IT - OPEN INTEREST,CSCE-COCOA NON-COML. SPREAD - OPEN INTEREST,CSCE-COCOA N-COM SPREAD FUT - OPEN INTEREST,CSCE-COCOA N-COM SPREAD FUT - OPEN INTEREST,CSCE-COCOA NON-REP. LONG - OPEN INTEREST,CSCE-COCOA N-REP. LONG FUT - OPEN INTEREST,CSCE-COCOA NR LG IT - OPEN INTEREST,CSCE-COCOA NON-REP. SHORT - OPEN INTEREST,CSCE-COCOA N-REP. SHORT FUT - OPEN INTEREST,CSCE-COCOA NR SH IT - OPEN INTEREST,CSCE-COCOA OTHER LONG - OPEN INTEREST,CSCE-COCOA OTHER LONG FUT - OPEN INTEREST,CSCE-COCOA OTHER SHORT - OPEN INTEREST,CSCE-COCOA OTHER SHORT FUT - OPEN INTEREST,CSCE-COCOA OTHER SPREADING - OPEN INTEREST,CSCE-COCOA OTHER SPREAD FUT - OPEN INTEREST,CSCE-COCOA PROD-USER LONG - OPEN INTEREST,CSCE-COCOA P-U LG FU - OPEN INTEREST,CSCE-COCOA PROD-USER SHORT - OPEN INTEREST,CSCE-COCOA P-U SH FU - OPEN INTEREST,CSCE-COCOA SWAP LONG - OPEN INTEREST,CSCE-COCOA SWAP LONG FUT - OPEN INTEREST,CSCE-COCOA SWAP SHORT - OPEN INTEREST,CSCE-COCOA SWAP SHORT FUT - OPEN INTEREST,CSCE-COCOA SWAP SPREADING - OPEN INTEREST,CSCE-COCOA SWAP SPREAD FUT - OPEN INTEREST,CSCE-COCOA TOTAL OI - OPEN INTEREST,CSCE-COCOA TOTAL OI FUT - OPEN INTEREST,CSCE-COCOA TOTAL OI INDEX - OPEN INTEREST,CSCE-COCOA TOTAL LONG - OPEN INTEREST,CSCE-COCOA TOTAL LONG FUT - OPEN INTEREST,CSCE-COCOA TOTAL LONG INDEX - OPEN INTEREST,CSCE-COCOA TOTAL SHORT - OPEN INTEREST,CSCE-COCOA TOTAL SHORT FUT - OPEN INTEREST,CSCE-COCOA TOT SH IT - OPEN INTEREST,S&P GSCI 1 Month Fwd Cocoa Index ER - EXCESS RETURN,S&P GSCI 1 Month Fwd Cocoa Index - PRICE INDEX,S&P GSCI 1 Month Fwd Cocoa Index TR - RETURN IND. (OFCL),S&P GSCI 3 Mth Fwd Cocoa ER - EXCESS RETURN,S&P GSCI 3 Mth Fwd Cocoa PI - PRICE INDEX,S&P GSCI 3 Mth Fwd Cocoa - RETURN IND. (OFCL),S&P GSCI Cocoa Dynamic Roll - PRICE INDEX,S&P GSCI Cocoa Dynamic Roll TR - RETURN IND. (OFCL),S&P GSCI Cocoa Dynamic Roll ER - EXCESS RETURN,S&P GSCI 2MTH Fwd Cocoa Idx ER - EXCESS RETURN,S&P GSCI 2MTH Fwd Cocoa Idx - PRICE INDEX,S&P GSCI 2MTH Fwd Cocoa Idx TR - RETURN IND. (OFCL),S&P GSCI Cocoa 12 Mth Fwd Spot - PRICE INDEX,S&P GSCI Cocoa 12 Mth Fwd TR - RETURN IND. (OFCL),S&P GSCI Cocoa 12 Mth Fwd XS - EXCESS RETURN,S&P GSCI Cocoa 6 Mth Fwd Spot - PRICE INDEX,S&P GSCI Cocoa 6 Mth Fwd TR - RETURN IND. (OFCL),S&P GSCI Cocoa 6 Mth Fwd XS - EXCESS RETURN
2016-09-12,3121984,2841.16,101780,88171,80463,141804,126059,124661,31777,17358,56368,55585,24425,22789,15807,10533,73871,74322,63626,36662,39375,36662,48539,23242,48324,11344,11111,11344,8528,8170,8528,17503,18737,12237,16586,32732,12709,63575,54724,112815,100592,27448,26243,18232,18263,10758,7204,235534,196846,235534,224190,185735,224190,227006,188676,227006,80.7033,208.9888,138.1155,84.41,204.19,144.46,212.15,139.9,81.74,76.76,193.8,130.7,90.64,90.11,89.66,110.02,105.56,104.72
2016-09-13,3099452,2830.5,117076,101827,94519,139463,123824,121903,32952,17794,49623,49949,32246,30286,17206,11077,66154,68361,55994,45021,47708,45021,53077,24752,52843,12072,11671,12072,10817,10327,10817,16531,18412,12776,17422,35871,13675,76310,67434,109590,98681,28643,27261,17750,18011,12123,7132,248379,206611,248379,236307,194940,236307,237562,196284,237562,80.4719,208.3895,137.7209,83.98,203.16,143.73,211.08,139.19,81.33,76.44,192.7,130.16,90.11,89.6,89.14,109.39,104.95,104.11
2016-09-14,3087600,2856.74,117076,101827,94519,139463,123824,121903,32952,17794,49623,49949,32246,30286,17206,11077,66154,68361,55994,45021,47708,45021,53077,24752,52843,12072,11671,12072,10817,10327,10817,16531,18412,12776,17422,35871,13675,76310,67434,109590,98681,28643,27261,17750,18011,12123,7132,248379,206611,248379,236307,194940,236307,237562,196284,237562,81.2529,210.412,139.059,84.86,205.3,145.24,213.3,140.66,82.18,77.23,194.43,131.5,90.9,90.38,89.92,110.38,105.9,105.06
2016-09-15,3076355,2878.55,117076,101827,94519,139463,123824,121903,32952,17794,49623,49949,32246,30286,17206,11077,66154,68361,55994,45021,47708,45021,53077,24752,52843,12072,11671,12072,10817,10327,10817,16531,18412,12776,17422,35871,13675,76310,67434,109590,98681,28643,27261,17750,18011,12123,7132,248379,206611,248379,236307,194940,236307,237562,196284,237562,81.9182,212.1348,140.1991,85.56,206.99,146.44,215.06,141.82,82.86,77.86,196.03,132.59,91.61,91.09,90.63,111.29,106.78,105.92
2016-09-16,3059024,2848.2,117076,101827,94519,139463,123824,121903,32952,17794,49623,49949,32246,30286,17206,11077,66154,68361,55994,45021,47708,45021,53077,24752,52843,12072,11671,12072,10817,10327,10817,16531,18412,12776,17422,35871,13675,76310,67434,109590,98681,28643,27261,17750,18011,12123,7132,248379,206611,248379,236307,194940,236307,237562,196284,237562,81.0793,209.9625,138.7649,84.62,204.71,144.83,212.69,140.26,81.95,77,193.87,131.13,90.54,90.02,89.56,110.06,105.6,104.76
2016-09-19,3053173,2898.73,117076,101827,94519,139463,123824,121903,32952,17794,49623,49949,32246,30286,17206,11077,66154,68361,55994,45021,47708,45021,53077,24752,52843,12072,11671,12072,10817,10327,10817,16531,18412,12776,17422,35871,13675,76310,67434,109590,98681,28643,27261,17750,18011,12123,7132,248379,206611,248379,236307,194940,236307,237562,196284,237562,83.0752,215.1311,142.1852,86.38,208.98,147.85,217.12,143.19,83.66,78.61,197.91,133.87,92.33,91.81,91.34,112.24,107.69,106.83
2016-09-20,3010148,2890.52,127450,111370,104896,147582,130282,130182,32934,17759,49546,49241,33738,33559,18381,12483,65407,67636,55387,46998,50465,46998,53603,25816,53244,11777,11359,11777,10054,9618,10054,15861,18395,13260,16906,35222,13333,86704,77090,116576,105638,27616,27664,17875,18028,13131,6616,258237,216181,258237,246460,204822,246460,248183,206563,248183,82.9016,214.6816,141.8894,86.26,208.68,147.64,216.81,142.99,83.54,78.5,197.63,133.68,92.17,91.65,91.17,112.08,107.54,106.68
2016-09-21,3011950,2898.77,127450,111370,104896,147582,130282,130182,32934,17759,49546,49241,33738,33559,18381,12483,65407,67636,55387,46998,50465,46998,53603,25816,53244,11777,11359,11777,10054,9618,10054,15861,18395,13260,16906,35222,13333,86704,77090,116576,105638,27616,27664,17875,18028,13131,6616,258237,216181,258237,246460,204822,246460,248183,206563,248183,83.2198,215.5056,142.4352,86.6,209.49,148.22,217.66,143.54,83.86,78.8,198.4,134.2,92.4,91.88,91.4,112.47,107.92,107.05
2016-09-22,3008946,2944.81,127450,111370,104896,147582,130282,130182,32934,17759,49546,49241,33738,33559,18381,12483,65407,67636,55387,46998,50465,46998,53603,25816,53244,11777,11359,11777,10054,9618,10054,15861,18395,13260,16906,35222,13333,86704,77090,116576,105638,27616,27664,17875,18028,13131,6616,258237,216181,258237,246460,204822,246460,248183,206563,248183,84.4636,218.7266,144.5653,87.78,212.36,150.25,220.64,145.51,85.01,79.88,201.11,136.04,93.51,92.98,92.5,113.94,109.33,108.45
2016-09-23,2994569,2875.97,127450,111370,104896,147582,130282,130182,32934,17759,49546,49241,33738,33559,18381,12483,65407,67636,55387,46998,50465,46998,53603,25816,53244,11777,11359,11777,10054,9618,10054,15861,18395,13260,16906,35222,13333,86704,77090,116576,105638,27616,27664,17875,18028,13131,6616,258237,216181,258237,246460,204822,246460,248183,206563,248183,82.4967,213.633,141.1999,85.84,207.65,146.92,215.74,142.28,83.13,78.11,196.65,133.02,91.52,91,90.53,111.52,107.01,106.15
2016-09-26,2978953,2868.78,127450,111370,104896,147582,130282,130182,32934,17759,49546,49241,33738,33559,18381,12483,65407,67636,55387,46998,50465,46998,53603,25816,53244,11777,11359,11777,10054,9618,10054,15861,18395,13260,16906,35222,13333,86704,77090,116576,105638,27616,27664,17875,18028,13131,6616,258237,216181,258237,246460,204822,246460,248183,206563,248183,82.2942,213.1086,140.8569,85.69,207.28,146.66,215.36,142.03,82.98,77.97,196.31,132.79,91.32,90.81,90.34,111.33,106.83,105.96
2016-09-27,2964169,2890.01,130410,112751,107418,156121,138012,138286,33426,18175,53187,53240,32876,32829,17860,11144,69745,72853,59651,46309,49673,46309,52316,23700,51976,11498,11076,11498,9224,8995,9224,16558,19613,13433,16844,34457,12556,89015,77611,124328,113146,27335,28052,17732,17778,14060,7088,263970,220380,263970,252472,209304,252472,254746,211385,254746,82.9595,214.8315,141.9966,86.35,208.9,147.81,217.04,143.14,83.63,78.58,197.84,133.83,91.91,91.39,90.92,112.16,107.63,106.75
2016-09-28,2954556,2851.96,130410,112751,107418,156121,138012,138286,33426,18175,53187,53240,32876,32829,17860,11144,69745,72853,59651,46309,49673,46309,52316,23700,51976,11498,11076,11498,9224,8995,9224,16558,19613,13433,16844,34457,12556,89015,77611,124328,113146,27335,28052,17732,17778,14060,7088,263970,220380,263970,252472,209304,252472,254746,211385,254746,81.7157,211.6105,139.8686,85.17,206.03,145.78,214.06,141.18,82.48,77.5,195.12,131.99,90.77,90.26,89.79,110.65,106.18,105.32
2016-09-29,2944894,2773.22,130410,112751,107418,156121,138012,138286,33426,18175,53187,53240,32876,32829,17860,11144,69745,72853,59651,46309,49673,46309,52316,23700,51976,11498,11076,11498,9224,8995,9224,16558,19613,13433,16844,34457,12556,89015,77611,124328,113146,27335,28052,17732,17778,14060,7088,263970,220380,263970,252472,209304,252472,254746,211385,254746,78.9099,204.3446,135.067,82.25,198.97,140.78,206.72,136.34,79.65,74.85,188.43,127.47,88.09,87.6,87.14,107.05,102.72,101.89
2016-09-30,2930252,2797.87,130410,112751,107418,156121,138012,138286,33426,18175,53187,53240,32876,32829,17860,11144,69745,72853,59651,46309,49673,46309,52316,23700,51976,11498,11076,11498,9224,8995,9224,16558,19613,13433,16844,34457,12556,89015,77611,124328,113146,27335,28052,17732,17778,14060,7088,263970,220380,263970,252472,209304,252472,254746,211385,254746,79.8644,206.8165,136.7018,83.16,201.18,142.34,209.02,137.85,80.53,75.68,190.52,128.88,88.81,88.31,87.85,108.16,103.79,102.95
2016-10-03,2918822,2808.41,130410,112751,107418,156121,138012,138286,33426,18175,53187,53240,32876,32829,17860,11144,69745,72853,59651,46309,49673,46309,52316,23700,51976,11498,11076,11498,9224,8995,9224,16558,19613,13433,16844,34457,12556,89015,77611,124328,113146,27335,28052,17732,17778,14060,7088,263970,220380,263970,252472,209304,252472,254746,211385,254746,80.7901,209.2135,138.289,83.68,202.43,143.23,210.32,138.71,81.04,76.15,191.71,129.69,89.23,88.74,88.27,108.83,104.44,103.59
2016-10-04,2910666,2815.89,142725,122108,118127,168629,147476,148821,34958,20149,55950,56463,33547,33652,18190,11488,71849,75195,61830,49051,52642,49051,55033,24901,54692,13443,12919,13443,10336,10104,10336,15899,18732,15504,18990,36843,13413,99320,85054,134945,121129,27757,29103,18037,18396,15648,7951,283049,235123,283049,269606,222204,269606,272712,225019,272712,81.4264,210.8614,139.3795,83.89,202.94,143.6,210.85,139.07,81.24,76.34,192.2,130.02,89.46,88.96,88.5,109.11,104.7,103.85
2016-10-05,2894980,2834.99,142725,122108,118127,168629,147476,148821,34958,20149,55950,56463,33547,33652,18190,11488,71849,75195,61830,49051,52642,49051,55033,24901,54692,13443,12919,13443,10336,10104,10336,15899,18732,15504,18990,36843,13413,99320,85054,134945,121129,27757,29103,18037,18396,15648,7951,283049,235123,283049,269606,222204,269606,272712,225019,272712,82.0339,212.4344,140.4205,84.53,204.49,144.69,212.46,140.13,81.86,76.92,193.66,131.01,89.98,89.48,89.01,109.86,105.43,104.57
2016-10-06,2887653,2792.15,142725,122108,118127,168629,147476,148821,34958,20149,55950,56463,33547,33652,18190,11488,71849,75195,61830,49051,52642,49051,55033,24901,54692,13443,12919,13443,10336,10104,10336,15899,18732,15504,18990,36843,13413,99320,85054,134945,121129,27757,29103,18037,18396,15648,7951,283049,235123,283049,269606,222204,269606,272712,225019,272712,80.6165,208.764,137.9955,83.28,201.47,142.56,209.32,138.06,80.65,75.79,190.8,129.08,88.65,88.15,87.69,108.2,103.83,102.98
2016-10-07,2868050,2775.59,142725,122108,118127,168629,147476,148821,34958,20149,55950,56463,33547,33652,18190,11488,71849,75195,61830,49051,52642,49051,55033,24901,54692,13443,12919,13443,10336,10104,10336,15899,18732,15504,18990,36843,13413,99320,85054,134945,121129,27757,29103,18037,18396,15648,7951,283049,235123,283049,269606,222204,269606,272712,225019,272712,80.5587,207.7153,137.8977,82.89,200.52,141.88,208.33,137.41,80.27,75.43,189.9,128.46,88.12,87.64,87.17,107.55,103.22,102.38
2016-10-10,2868050,2678.57,142725,122108,118127,168629,147476,148821,34958,20149,55950,56463,33547,33652,18190,11488,71849,75195,61830,49051,52642,49051,55033,24901,54692,13443,12919,13443,10336,10104,10336,15899,18732,15504,18990,36843,13413,99320,85054,134945,121129,27757,29103,18037,18396,15648,7951,283049,235123,283049,269606,222204,269606,272712,225019,272712,76.9563,197.8277,131.7348,79.6,192.57,136.26,200.07,131.96,77.09,72.44,182.37,123.38,85.25,84.78,84.33,103.73,99.54,98.72
2016-10-11,2862118,2677.06,156880,131663,132246,180484,157289,158135,35113,22937,58147,59621,35938,36058,20185,13385,76209,82444,66317,53668,57351,53668,60105,27574,59518,12530,11756,12530,11466,11223,11466,18062,22823,17729,21293,39920,14189,111948,94223,142580,126559,27777,28626,20749,21916,17155,8814,305723,253437,305723,293193,241681,293193,294257,242214,294257,77.2127,197.9176,132.1749,79.91,193.3,136.79,200.84,132.47,77.38,72.71,183.07,123.85,85.28,84.82,84.36,103.94,99.74,98.92
2016-10-12,2853048,2651.01,156880,131663,132246,180484,157289,158135,35113,22937,58147,59621,35938,36058,20185,13385,76209,82444,66317,53668,57351,53668,60105,27574,59518,12530,11756,12530,11466,11223,11466,18062,22823,17729,21293,39920,14189,111948,94223,142580,126559,27777,28626,20749,21916,17155,8814,305723,253437,305723,293193,241681,293193,294257,242214,294257,76.6224,195.8801,131.1657,79.33,191.91,135.8,199.38,131.51,76.82,72.19,181.74,122.95,84.86,84.4,83.95,103.27,99.08,98.26
2016-10-13,2859415,2685,156880,131663,132246,180484,157289,158135,35113,22937,58147,59621,35938,36058,20185,13385,76209,82444,66317,53668,57351,53668,60105,27574,59518,12530,11756,12530,11466,11223,11466,18062,22823,17729,21293,39920,14189,111948,94223,142580,126559,27777,28626,20749,21916,17155,8814,305723,253437,305723,293193,241681,293193,294257,242214,294257,77.6128,197.5281,132.8624,80.21,194.04,137.31,201.6,132.98,77.68,72.99,183.76,124.32,85.38,84.92,84.46,103.88,99.67,98.85
2016-10-14,2863174,2695.09,156880,131663,132246,180484,157289,158135,35113,22937,58147,59621,35938,36058,20185,13385,76209,82444,66317,53668,57351,53668,60105,27574,59518,12530,11756,12530,11466,11223,11466,18062,22823,17729,21293,39920,14189,111948,94223,142580,126559,27777,28626,20749,21916,17155,8814,305723,253437,305723,293193,241681,293193,294257,242214,294257,78.0837,198.7266,133.6699,80.7,195.22,138.14,202.82,133.78,78.15,73.43,184.88,125.08,85.68,85.21,84.75,104.24,100.01,99.19
2016-10-17,2863174,2669.95,156880,131663,132246,180484,157289,158135,35113,22937,58147,59621,35938,36058,20185,13385,76209,82444,66317,53668,57351,53668,60105,27574,59518,12530,11756,12530,11466,11223,11466,18062,22823,17729,21293,39920,14189,111948,94223,142580,126559,27777,28626,20749,21916,17155,8814,305723,253437,305723,293193,241681,293193,294257,242214,294257,77.4068,197.0037,132.515,80,193.52,136.95,201.07,132.63,77.47,72.8,183.28,124,85.06,84.59,84.14,103.48,99.3,98.47
2016-10-18,2808031,2672.17,160675,128690,133102,187759,161447,161505,38071,26254,59975,61021,35426,35677,22723,13574,77176,85170,66677,52767,54524,52767,64584,27065,64584,14103,13365,14103,11428,11254,11428,17201,24149,17341,18847,41861,13491,112028,88248,144551,127823,26444,28615,21006,21797,22202,11827,316538,254290,316538,302435,240925,302435,305110,243036,305110,77.4068,197.0037,132.5163,80,193.52,136.95,201.07,132.63,77.47,72.8,183.28,124,85.02,84.56,84.11,103.52,99.33,98.51
2016-10-19,2802507,2686.86,160675,128690,133102,187759,161447,161505,38071,26254,59975,61021,35426,35677,22723,13574,77176,85170,66677,52767,54524,52767,64584,27065,64584,14103,13365,14103,11428,11254,11428,17201,24149,17341,18847,41861,13491,112028,88248,144551,127823,26444,28615,21006,21797,22202,11827,316538,254290,316538,302435,240925,302435,305110,243036,305110,77.7305,197.8277,133.0718,80.33,194.33,137.53,201.91,133.19,77.8,73.1,184.04,124.52,85.32,84.86,84.4,103.84,99.64,98.81
2016-10-20,2794807,2680.12,160675,128690,133102,187759,161447,161505,38071,26254,59975,61021,35426,35677,22723,13574,77176,85170,66677,52767,54524,52767,64584,27065,64584,14103,13365,14103,11428,11254,11428,17201,24149,17341,18847,41861,13491,112028,88248,144551,127823,26444,28615,21006,21797,22202,11827,316538,254290,316538,302435,240925,302435,305110,243036,305110,77.4068,197.0037,132.5188,80,193.52,136.95,201.07,132.63,77.47,72.8,183.28,124,85.02,84.56,84.11,103.48,99.3,98.47
2016-10-21,2782434,2680.21,160675,128690,133102,187759,161447,161505,38071,26254,59975,61021,35426,35677,22723,13574,77176,85170,66677,52767,54524,52767,64584,27065,64584,14103,13365,14103,11428,11254,11428,17201,24149,17341,18847,41861,13491,112028,88248,144551,127823,26444,28615,21006,21797,22202,11827,316538,254290,316538,302435,240925,302435,305110,243036,305110,77.76,197.9026,133.1247,80.36,194.41,137.58,201.98,133.24,77.82,73.13,184.11,124.57,85.25,84.79,84.33,103.8,99.6,98.78
2016-10-24,2859631,2670.53,160675,128690,133102,187759,161447,161505,38071,26254,59975,61021,35426,35677,22723,13574,77176,85170,66677,52767,54524,52767,64584,27065,64584,14103,13365,14103,11428,11254,11428,17201,24149,17341,18847,41861,13491,112028,88248,144551,127823,26444,28615,21006,21797,22202,11827,316538,254290,316538,302435,240925,302435,305110,243036,305110,77.3185,196.779,132.3726,79.91,193.3,136.8,200.84,132.49,77.38,72.71,183.07,123.86,84.89,84.44,83.98,103.29,99.11,98.29
2016-10-25,2844445,2687.53,161802,125560,133320,190357,160762,163484,39094,26926,60195,60925,36358,36640,26641,18099,78611,87449,68052,53216,54895,53216,75839,35739,75786,13772,13115,13772,10612,10467,10612,18416,26524,16857,18255,49198,17640,113375,85344,145991,126805,24947,27760,20886,21501,23480,12456,330024,261863,330024,316252,248748,316252,319412,251396,319412,77.6423,197.603,132.9281,80.24,194.11,137.38,201.68,133.04,77.71,73.02,183.83,124.38,85.12,84.67,84.2,103.52,99.34,98.51
2016-10-26,2836620,2708.29,161802,125560,133320,190357,160762,163484,39094,26926,60195,60925,36358,36640,26641,18099,78611,87449,68052,53216,54895,53216,75839,35739,75786,13772,13115,13772,10612,10467,10612,18416,26524,16857,18255,49198,17640,113375,85344,145991,126805,24947,27760,20886,21501,23480,12456,330024,261863,330024,316252,248748,316252,319412,251396,319412,78.2898,199.2509,134.0379,80.91,195.73,138.52,203.36,134.15,78.35,73.63,185.37,125.42,85.81,85.35,84.88,104.28,100.06,99.23
2016-10-27,2846431,2681.5,161802,125560,133320,190357,160762,163484,39094,26926,60195,60925,36358,36640,26641,18099,78611,87449,68052,53216,54895,53216,75839,35739,75786,13772,13115,13772,10612,10467,10612,18416,26524,16857,18255,49198,17640,113375,85344,145991,126805,24947,27760,20886,21501,23480,12456,330024,261863,330024,316252,248748,316252,319412,251396,319412,77.4657,197.1536,132.6282,80.06,193.67,137.07,201.22,132.74,77.53,72.85,183.41,124.1,84.86,84.41,83.95,103.21,99.04,98.21
2016-10-28,2837146,2695.23,161802,125560,133320,190357,160762,163484,39094,26926,60195,60925,36358,36640,26641,18099,78611,87449,68052,53216,54895,53216,75839,35739,75786,13772,13115,13772,10612,10467,10612,18416,26524,16857,18255,49198,17640,113375,85344,145991,126805,24947,27760,20886,21501,23480,12456,330024,261863,330024,316252,248748,316252,319412,251396,319412,77.9366,198.3521,133.4357,80.54,194.85,137.9,202.44,133.55,78,73.3,184.53,124.86,85.55,85.09,84.62,103.96,99.76,98.93
2016-10-31,2846693,2692.19,161802,125560,133320,190357,160762,163484,39094,26926,60195,60925,36358,36640,26641,18099,78611,87449,68052,53216,54895,53216,75839,35739,75786,13772,13115,13772,10612,10467,10612,18416,26524,16857,18255,49198,17640,113375,85344,145991,126805,24947,27760,20886,21501,23480,12456,330024,261863,330024,316252,248748,316252,319412,251396,319412,77.7894,197.9775,133.1875,80.39,194.48,137.65,202.06,133.3,77.85,73.16,184.18,124.63,85.64,85.19,84.72,103.96,99.76,98.93
2016-11-01,2815995,2665.42,155444,120660,126552,184204,156582,158533,40398,26474,60178,61328,36308,36775,26253,17624,79633,89078,68931,52615,54416,52615,77653,37679,76850,13392,12664,13392,11650,11404,11650,19455,27750,16307,17641,51400,20055,107406,80613,142327,123873,26234,28412,20073,21074,21804,11635,326122,260081,326122,312730,247417,312730,314472,248677,314472,77.3185,196.779,132.3825,79.91,193.3,136.81,200.84,132.5,77.38,72.71,183.07,123.87,85.15,84.7,84.24,103.44,99.27,98.44
2016-11-02,2807292,2678.19,155444,120660,126552,184204,156582,158533,40398,26474,60178,61328,36308,36775,26253,17624,79633,89078,68931,52615,54416,52615,77653,37679,76850,13392,12664,13392,11650,11404,11650,19455,27750,16307,17641,51400,20055,107406,80613,142327,123873,26234,28412,20073,21074,21804,11635,326122,260081,326122,312730,247417,312730,314472,248677,314472,77.4657,197.1536,132.6358,80.06,193.67,137.08,201.22,132.75,77.53,72.85,183.41,124.11,85.58,85.13,84.66,103.92,99.73,98.89
2016-11-03,2798132,2673.48,155444,120660,126552,184204,156582,158533,40398,26474,60178,61328,36308,36775,26253,17624,79633,89078,68931,52615,54416,52615,77653,37679,76850,13392,12664,13392,11650,11404,11650,19455,27750,16307,17641,51400,20055,107406,80613,142327,123873,26234,28412,20073,21074,21804,11635,326122,260081,326122,312730,247417,312730,314472,248677,314472,77.4951,197.2285,132.6875,80.09,193.75,137.13,201.29,132.8,77.56,72.88,183.48,124.16,85.51,85.06,84.59,103.84,99.65,98.81
2016-11-04,2785200,2589.08,155444,120660,126552,184204,156582,158533,40398,26474,60178,61328,36308,36775,26253,17624,79633,89078,68931,52615,54416,52615,77653,37679,76850,13392,12664,13392,11650,11404,11650,19455,27750,16307,17641,51400,20055,107406,80613,142327,123873,26234,28412,20073,21074,21804,11635,326122,260081,326122,312730,247417,312730,314472,248677,314472,74.5224,189.6629,127.599,77.02,186.31,131.87,193.57,127.71,74.58,70.08,176.45,119.4,83.2,82.76,82.3,100.59,96.54,95.72
2016-11-07,2774797,2498.65,155444,120660,126552,184204,156582,158533,40398,26474,60178,61328,36308,36775,26253,17624,79633,89078,68931,52615,54416,52615,77653,37679,76850,13392,12664,13392,11650,11404,11650,19455,27750,16307,17641,51400,20055,107406,80613,142327,123873,26234,28412,20073,21074,21804,11635,326122,260081,326122,312730,247417,312730,314472,248677,314472,71.9618,183.1461,123.2183,74.37,180.04,127.34,186.92,123.32,72.02,67.68,170.38,115.3,81.11,80.65,80.2,97.74,93.8,93.01
2016-11-08,2760806,2510.2,141740,120798,120380,163605,147116,144891,33575,19305,57472,58026,41131,41222,15467,10222,76196,83089,64572,57307,59512,57307,51788,21346,51197,14400,13986,14400,11424,11245,11424,18724,25063,16176,18290,36321,11124,102478,84106,133813,122392,28495,30754,19026,18786,10766,5938,284124,239219,284124,269724,225233,269724,272700,227974,272700,72.5505,184.6442,124.2277,74.91,181.32,128.27,188.45,124.33,72.61,68.23,171.78,116.24,81.04,80.56,80.11,97.94,94,93.2
2016-11-09,2760470,2501.46,141740,120798,120380,163605,147116,144891,33575,19305,57472,58026,41131,41222,15467,10222,76196,83089,64572,57307,59512,57307,51788,21346,51197,14400,13986,14400,11424,11245,11424,18724,25063,16176,18290,36321,11124,102478,84106,133813,122392,28495,30754,19026,18786,10766,5938,284124,239219,284124,269724,225233,269724,272700,227974,272700,72.1384,183.5955,123.5236,74.47,180.22,127.52,187.38,123.63,72.2,67.84,170.8,115.58,80.57,80.07,79.62,97.31,93.39,92.6
2016-11-10,2818948,2498.2,141740,120798,120380,163605,147116,144891,33575,19305,57472,58026,41131,41222,15467,10222,76196,83089,64572,57307,59512,57307,51788,21346,51197,14400,13986,14400,11424,11245,11424,18724,25063,16176,18290,36321,11124,102478,84106,133813,122392,28495,30754,19026,18786,10766,5938,284124,239219,284124,269724,225233,269724,272700,227974,272700,71.8441,182.8464,123.0211,74.22,179.62,127.1,186.62,123.13,71.9,67.57,170.1,115.11,80.71,80.17,79.72,97.15,93.24,92.44
2016-11-11,2822814,2520.98,141740,120798,120380,163605,147116,144891,33575,19305,57472,58026,41131,41222,15467,10222,76196,83089,64572,57307,59512,57307,51788,21346,51197,14400,13986,14400,11424,11245,11424,18724,25063,16176,18290,36321,11124,102478,84106,133813,122392,28495,30754,19026,18786,10766,5938,284124,239219,284124,269724,225233,269724,272700,227974,272700,72.7271,185.0936,124.5345,74.99,181.38,128.41,188.91,124.64,72.79,68.4,172.2,116.53,81.37,80.78,80.33,97.9,93.96,93.16
2016-11-14,2813292,2460.76,141740,120798,120380,163605,147116,144891,33575,19305,57472,58026,41131,41222,15467,10222,76196,83089,64572,57307,59512,57307,51788,21346,51197,14400,13986,14400,11424,11245,11424,18724,25063,16176,18290,36321,11124,102478,84106,133813,122392,28495,30754,19026,18786,10766,5938,284124,239219,284124,269724,225233,269724,272700,227974,272700,71.1672,181.1236,121.8677,73.47,177.7,125.81,184.86,121.97,71.23,66.93,168.5,114.03,80,79.43,78.98,95.92,92.06,91.28
